timestamp,inst_id,open_price,high_price,low_price,close_price,volume_in_coin,volume_in_usdt
2020-12-25 08:00:00.000000 +0800,AAVEUSDT,80.664,81.9,75.845,79.658,133486.946,10493704.175726
2020-12-26 08:00:00.000000 +0800,AAVEUSDT,79.77,79.95,73.778,75.055,145347.577,11137835.097808
2020-12-27 08:00:00.000000 +0800,AAVEUSDT,75.066,82.052,72.649,76.751,239273.934,18471746.257938
2020-12-28 08:00:00.000000 +0800,AAVEUSDT,76.762,85.987,76.007,81.833,211680.819,17404681.466457
2020-12-29 08:00:00.000000 +0800,AAVEUSDT,81.8,82.999,75,78.136,144129.278,11257638.074269
2020-12-30 08:00:00.000000 +0800,AAVEUSDT,78.122,86,77.134,81,219116.313,18020718.863303
2020-12-31 08:00:00.000000 +0800,AAVEUSDT,81,88.587,78.25,88.48,199212.074,16765519.714683
2021-01-01 08:00:00.000000 +0800,AAVEUSDT,88.35,90.832,84.645,90.711,193634.035,17001837.884759
2021-01-02 08:00:00.000000 +0800,AAVEUSDT,90.827,91.99,82.473,85.768,199756.529,17183606.94688
2021-01-03 08:00:00.000000 +0800,AAVEUSDT,85.754,95,81.291,93.778,290702.541,25860355.249709
2021-01-04 08:00:00.000000 +0800,AAVEUSDT,93.789,115.522,86.01,114.271,658257.708,67203089.091836
2021-01-05 08:00:00.000000 +0800,AAVEUSDT,114.231,123.962,98.41,119.689,517557.043,58313817.946183
2021-01-06 08:00:00.000000 +0800,AAVEUSDT,119.686,120.5,107.752,115.191,303818.954,34949794.398678
2021-01-07 08:00:00.000000 +0800,AAVEUSDT,115.309,129,107.89,114.823,409727.426,48445383.173315
2021-01-08 08:00:00.000000 +0800,AAVEUSDT,114.999,119.37,100,110.481,302116.471,33409728.605565
2021-01-09 08:00:00.000000 +0800,AAVEUSDT,110.721,119.219,105.918,117.479,230440.996,26073657.047219
2021-01-10 08:00:00.000000 +0800,AAVEUSDT,117.611,135.99,111.43,127.007,470126.599,58640036.524952
2021-01-11 08:00:00.000000 +0800,AAVEUSDT,126.9,127.287,94.02,114.212,571591.062,63101193.461909
2021-01-12 08:00:00.000000 +0800,AAVEUSDT,114.283,135.754,109.1,127.765,476089.841,58907294.734287
2021-01-13 08:00:00.000000 +0800,AAVEUSDT,127.661,147.928,119.838,146.811,426638.76,57961124.057293
2021-01-14 08:00:00.000000 +0800,AAVEUSDT,146.818,154.944,139.141,147.53,250449.03,36545460.184865
2021-01-15 08:00:00.000000 +0800,AAVEUSDT,147.695,169.599,139.5,166.513,355799.391,54835078.534851
2021-01-16 08:00:00.000000 +0800,AAVEUSDT,166.415,203.498,166.35,181.417,571037.751,106843388.14754
2021-01-17 08:00:00.000000 +0800,AAVEUSDT,181.326,198.927,174.181,186.323,348083.533,65718279.640458
2021-01-18 08:00:00.000000 +0800,AAVEUSDT,186.253,200.696,180.5,200.054,228058.112,43117879.849101
2021-01-19 08:00:00.000000 +0800,AAVEUSDT,200.054,209.98,183.9,186.079,290743.124,57959750.215586
2021-01-20 08:00:00.000000 +0800,AAVEUSDT,185.882,199.229,171.346,196.733,277923.436,51639229.693367
2021-01-21 08:00:00.000000 +0800,AAVEUSDT,196.787,199.285,155.21,160.321,455338.747,78890997.366095
2021-01-22 08:00:00.000000 +0800,AAVEUSDT,160.29,199.318,147.27,189.592,333628.877,60154623.68819
2021-01-23 08:00:00.000000 +0800,AAVEUSDT,189.597,220,185.548,213.304,290322.734,59474583.25961
2021-01-24 08:00:00.000000 +0800,AAVEUSDT,213.373,288.9,212.194,264.401,705578.744,178495333.850864
2021-01-25 08:00:00.000000 +0800,AAVEUSDT,264.526,283,238,247.647,502590.092,130151766.959214
2021-01-26 08:00:00.000000 +0800,AAVEUSDT,247.506,287.998,240.29,277.661,464004.531,122811169.100069
2021-01-27 08:00:00.000000 +0800,AAVEUSDT,277.653,298.576,255,286,526131.381,145486899.750971
2021-01-28 08:00:00.000000 +0800,AAVEUSDT,286.208,308.899,275,297.209,364117.93,105275554.11707
2021-01-29 08:00:00.000000 +0800,AAVEUSDT,297.554,308.373,271.274,287.8,359239.9,104226658.393079
