timestamp,inst_id,open_price,high_price,low_price,close_price,volume_in_coin,volume_in_usdt
2023-01-01 00:00:00,AAVEUSDT,52.6,52.6,52.6,52.6,2.288,120.3488
2023-01-01 00:01:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.999,52.5474
2023-01-01 00:02:00,AAVEUSDT,52.7,52.7,52.7,52.7,0.379,19.9733
2023-01-01 00:03:00,AAVEUSDT,52.7,52.7,52.6,52.6,1.31,69.0036
2023-01-01 00:04:00,AAVEUSDT,52.6,52.6,52.4,52.5,526.994,27663.8748
2023-01-01 00:05:00,AAVEUSDT,52.5,52.5,52.4,52.5,108.333,5676.7877
2023-01-01 00:06:00,AAVEUSDT,52.5,52.5,52.5,52.5,0.0,0.0
2023-01-01 00:07:00,AAVEUSDT,52.5,52.5,52.5,52.5,0.0,0.0
2023-01-01 00:08:00,AAVEUSDT,52.5,52.5,52.5,52.5,0.0,0.0
2023-01-01 00:09:00,AAVEUSDT,52.5,52.5,52.5,52.5,4.107,215.6175
2023-01-01 00:10:00,AAVEUSDT,52.5,52.5,52.5,52.5,0.0,0.0
2023-01-01 00:11:00,AAVEUSDT,52.5,52.5,52.5,52.5,0.281,14.7525
2023-01-01 00:12:00,AAVEUSDT,52.5,52.5,52.5,52.5,15.5,813.75
2023-01-01 00:13:00,AAVEUSDT,52.5,52.5,52.5,52.5,0.192,10.08
2023-01-01 00:14:00,AAVEUSDT,52.5,52.5,52.5,52.5,2.0,105.0
2023-01-01 00:15:00,AAVEUSDT,52.5,52.5,52.5,52.5,0.0,0.0
2023-01-01 00:16:00,AAVEUSDT,52.5,52.5,52.5,52.5,3.18,166.95
2023-01-01 00:17:00,AAVEUSDT,52.5,52.5,52.5,52.5,0.323,16.9575
2023-01-01 00:18:00,AAVEUSDT,52.5,52.5,52.4,52.5,6.516,341.5574
2023-01-01 00:19:00,AAVEUSDT,52.5,52.5,52.5,52.5,0.0,0.0
2023-01-01 00:20:00,AAVEUSDT,52.5,52.5,52.5,52.5,0.0,0.0
2023-01-01 00:21:00,AAVEUSDT,52.5,52.5,52.5,52.5,0.0,0.0
2023-01-01 00:22:00,AAVEUSDT,52.5,52.5,52.4,52.5,17.817,933.7898
2023-01-01 00:23:00,AAVEUSDT,52.5,52.5,52.5,52.5,2.19,114.975
2023-01-01 00:24:00,AAVEUSDT,52.5,52.6,52.5,52.6,273.664,14376.0094
2023-01-01 00:25:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.0,0.0
2023-01-01 00:26:00,AAVEUSDT,52.5,52.6,52.5,52.6,10.626,558.8901
2023-01-01 00:27:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.0,0.0
2023-01-01 00:28:00,AAVEUSDT,52.6,52.6,52.5,52.5,3.107,163.1651
2023-01-01 00:29:00,AAVEUSDT,52.5,52.6,52.5,52.5,6.202,325.624
2023-01-01 00:30:00,AAVEUSDT,52.5,52.5,52.5,52.5,4.016,210.84
2023-01-01 00:31:00,AAVEUSDT,52.5,52.5,52.5,52.5,0.0,0.0
2023-01-01 00:32:00,AAVEUSDT,52.5,52.5,52.5,52.5,0.0,0.0
2023-01-01 00:33:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.5,26.3
2023-01-01 00:34:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.249,13.0974
2023-01-01 00:35:00,AAVEUSDT,52.5,52.6,52.5,52.6,6.47,339.8906
2023-01-01 00:36:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.0,0.0
2023-01-01 00:37:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.0,0.0
2023-01-01 00:38:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.332,17.4632
2023-01-01 00:39:00,AAVEUSDT,52.5,52.5,52.5,52.5,22.948,1204.77
2023-01-01 00:40:00,AAVEUSDT,52.5,52.5,52.5,52.5,0.5,26.25
2023-01-01 00:41:00,AAVEUSDT,52.6,52.6,52.5,52.5,8.496,446.8497
2023-01-01 00:42:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.2,10.52
2023-01-01 00:43:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.382,20.0932
2023-01-01 00:44:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.0,0.0
2023-01-01 00:45:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.0,0.0
2023-01-01 00:46:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.0,0.0
2023-01-01 00:47:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.209,10.9934
2023-01-01 00:48:00,AAVEUSDT,52.6,52.6,52.6,52.6,11.619,611.1594
2023-01-01 00:49:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.0,0.0
2023-01-01 00:50:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.0,0.0
2023-01-01 00:51:00,AAVEUSDT,52.6,52.6,52.5,52.5,77.258,4063.62
2023-01-01 00:52:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.285,14.991
2023-01-01 00:53:00,AAVEUSDT,52.6,52.6,52.6,52.6,9.505,499.963
2023-01-01 00:54:00,AAVEUSDT,52.6,52.6,52.6,52.6,118.649,6240.9374
2023-01-01 00:55:00,AAVEUSDT,52.6,52.6,52.5,52.5,198.277,10428.8702
2023-01-01 00:56:00,AAVEUSDT,52.6,52.6,52.6,52.6,10.703,562.9778
2023-01-01 00:57:00,AAVEUSDT,52.5,52.5,52.5,52.5,2.178,114.345
2023-01-01 00:58:00,AAVEUSDT,52.5,52.5,52.5,52.5,0.0,0.0
2023-01-01 00:59:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.317,16.6742
2023-01-01 01:00:00,AAVEUSDT,52.6,52.6,52.6,52.6,12.36,650.136
2023-01-01 01:01:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.237,12.4662
2023-01-01 01:02:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.0,0.0
2023-01-01 01:03:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.0,0.0
2023-01-01 01:04:00,AAVEUSDT,52.6,52.6,52.5,52.5,11.989,630.5225
2023-01-01 01:05:00,AAVEUSDT,52.5,52.5,52.5,52.5,0.0,0.0
2023-01-01 01:06:00,AAVEUSDT,52.6,52.6,52.6,52.6,1.202,63.2252
2023-01-01 01:07:00,AAVEUSDT,52.6,52.6,52.6,52.6,44.852,2359.2152
2023-01-01 01:08:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.864,45.4464
2023-01-01 01:09:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.0,0.0
2023-01-01 01:10:00,AAVEUSDT,52.6,52.6,52.6,52.6,0.48,25.248
2023-01-01 01:11:00,AAVEUSDT,52.6,52.6,52.5,52.5,62.338,3278.1961
2023-01-01 01:12:00,AAVEUSDT,52.5,52.5,52.5,52.5,62.193,3265.1325
2023-01-01 01:13:00,AAVEUSDT,52.5,52.5,52.5,52.5,34.543,1813.5075
2023-01-01 01:14:00,AAVEUSDT,52.5,52.5,52.5,52.5,3.996,209.79
2023-01-01 01:15:00,AAVEUSDT,52.4,52.5,52.4,52.4,56.488,2960.004
2023-01-01 01:16:00,AAVEUSDT,52.5,52.5,52.5,52.5,73.735,3871.0875
2023-01-01 01:17:00,AAVEUSDT,52.5,52.6,52.5,52.6,0.508,26.7014
2023-01-01 01:18:00,AAVEUSDT,52.5,52.5,52.4,52.5,20.343,1067.3459
2023-01-01 01:19:00,AAVEUSDT,52.4,52.5,52.4,52.5,3.137,164.4165
2023-01-01 01:20:00,AAVEUSDT,52.4,52.4,52.3,52.4,203.983,10687.8687
2023-01-01 01:21:00,AAVEUSDT,52.4,52.4,52.4,52.4,0.312,16.3488
2023-01-01 01:22:00,AAVEUSDT,52.5,52.5,52.5,52.5,11.978,628.845
2023-01-01 01:23:00,AAVEUSDT,52.5,52.5,52.3,52.3,381.626,19982.7078
2023-01-01 01:24:00,AAVEUSDT,52.4,52.4,52.2,52.3,207.364,10846.256
2023-01-01 01:25:00,AAVEUSDT,52.4,52.4,52.4,52.4,1.899,99.5076
2023-01-01 01:26:00,AAVEUSDT,52.3,52.3,52.3,52.3,2.031,106.2213
2023-01-01 01:27:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:28:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:29:00,AAVEUSDT,52.3,52.3,52.3,52.3,11.35,593.605
2023-01-01 01:30:00,AAVEUSDT,52.3,52.3,52.2,52.2,23.789,1244.1147
2023-01-01 01:31:00,AAVEUSDT,52.3,52.3,52.3,52.3,38.751,2026.6773
2023-01-01 01:32:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:33:00,AAVEUSDT,52.3,52.3,52.3,52.3,63.709,3331.9807
2023-01-01 01:34:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:35:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.325,16.9975
2023-01-01 01:36:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:37:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.191,9.9893
2023-01-01 01:38:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:39:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:40:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:41:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.223,11.6629
2023-01-01 01:42:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:43:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:44:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:45:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:46:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:47:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:48:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:49:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:50:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:51:00,AAVEUSDT,52.3,52.3,52.3,52.3,1.306,68.3038
2023-01-01 01:52:00,AAVEUSDT,52.2,52.3,52.2,52.2,8.845,462.5306
2023-01-01 01:53:00,AAVEUSDT,52.2,52.2,52.2,52.2,0.0,0.0
2023-01-01 01:54:00,AAVEUSDT,52.2,52.2,52.2,52.2,0.0,0.0
2023-01-01 01:55:00,AAVEUSDT,52.3,52.3,52.3,52.3,32.707,1710.5761
2023-01-01 01:56:00,AAVEUSDT,52.3,52.3,52.3,52.3,1.213,63.4399
2023-01-01 01:57:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:58:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 01:59:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.314,16.4222
2023-01-01 02:00:00,AAVEUSDT,52.3,52.3,52.2,52.3,3.651,190.6735
2023-01-01 02:01:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 02:02:00,AAVEUSDT,52.2,52.3,52.2,52.3,4.153,217.0278
2023-01-01 02:03:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 02:04:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.672,35.1456
2023-01-01 02:05:00,AAVEUSDT,52.2,52.3,52.2,52.3,0.701,36.6299
2023-01-01 02:06:00,AAVEUSDT,52.3,52.3,52.3,52.3,1.107,57.8961
2023-01-01 02:07:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 02:08:00,AAVEUSDT,52.3,52.3,52.3,52.3,11.0,575.3
2023-01-01 02:09:00,AAVEUSDT,52.3,52.3,52.2,52.2,1.707,89.1384
2023-01-01 02:10:00,AAVEUSDT,52.2,52.2,52.2,52.2,0.0,0.0
2023-01-01 02:11:00,AAVEUSDT,52.2,52.2,52.2,52.2,0.0,0.0
2023-01-01 02:12:00,AAVEUSDT,52.3,52.3,52.3,52.3,9.881,516.7763
2023-01-01 02:13:00,AAVEUSDT,52.3,52.3,52.3,52.3,1.895,99.1085
2023-01-01 02:14:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 02:15:00,AAVEUSDT,52.3,52.3,52.3,52.3,1.0,52.3
2023-01-01 02:16:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 02:17:00,AAVEUSDT,52.3,52.3,52.2,52.3,16.673,871.9665
2023-01-01 02:18:00,AAVEUSDT,52.2,52.2,52.1,52.2,142.408,7433.6778
2023-01-01 02:19:00,AAVEUSDT,52.2,52.2,52.2,52.2,2.188,114.2136
2023-01-01 02:20:00,AAVEUSDT,52.2,52.2,52.1,52.1,1.433,74.7796
2023-01-01 02:21:00,AAVEUSDT,52.2,52.2,52.2,52.2,1.022,53.3484
2023-01-01 02:22:00,AAVEUSDT,52.2,52.2,52.2,52.2,11.387,594.4014
2023-01-01 02:23:00,AAVEUSDT,52.1,52.2,52.1,52.2,8.056,420.1363
2023-01-01 02:24:00,AAVEUSDT,52.2,52.2,52.2,52.2,0.0,0.0
2023-01-01 02:25:00,AAVEUSDT,52.2,52.2,52.2,52.2,25.29,1320.138
2023-01-01 02:26:00,AAVEUSDT,52.2,52.2,52.2,52.2,0.921,48.0762
2023-01-01 02:27:00,AAVEUSDT,52.2,52.2,52.2,52.2,0.322,16.8084
2023-01-01 02:28:00,AAVEUSDT,52.2,52.2,52.2,52.2,0.0,0.0
2023-01-01 02:29:00,AAVEUSDT,52.1,52.2,52.1,52.2,0.64,33.3766
2023-01-01 02:30:00,AAVEUSDT,52.2,52.2,52.2,52.2,197.261,10297.0242
2023-01-01 02:31:00,AAVEUSDT,52.3,52.3,52.3,52.3,30.708,1606.0284
2023-01-01 02:32:00,AAVEUSDT,52.2,52.2,52.2,52.2,64.625,3373.425
2023-01-01 02:33:00,AAVEUSDT,52.3,52.3,52.3,52.3,16.0,836.8
2023-01-01 02:34:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.2,10.46
2023-01-01 02:35:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 02:36:00,AAVEUSDT,52.2,52.2,52.2,52.2,0.337,17.5914
2023-01-01 02:37:00,AAVEUSDT,52.2,52.3,52.2,52.3,5.579,291.7495
2023-01-01 02:38:00,AAVEUSDT,52.2,52.2,52.2,52.2,0.318,16.5996
2023-01-01 02:39:00,AAVEUSDT,52.2,52.2,52.2,52.2,9.9,516.78
2023-01-01 02:40:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.312,16.3176
2023-01-01 02:41:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 02:42:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 02:43:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 02:44:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 02:45:00,AAVEUSDT,52.3,52.3,52.3,52.3,1.056,55.2288
2023-01-01 02:46:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.694,36.2962
2023-01-01 02:47:00,AAVEUSDT,52.3,52.3,52.2,52.3,2.305,120.5193
2023-01-01 02:48:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 02:49:00,AAVEUSDT,52.2,52.3,52.2,52.3,1.425,74.4519
2023-01-01 02:50:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
2023-01-01 02:51:00,AAVEUSDT,52.3,52.3,52.3,52.3,48.102,2515.7346
2023-01-01 02:52:00,AAVEUSDT,52.3,52.3,52.3,52.3,1.632,85.3536
2023-01-01 02:53:00,AAVEUSDT,52.3,52.3,52.3,52.3,1.039,54.3397
2023-01-01 02:54:00,AAVEUSDT,52.2,52.3,52.2,52.3,19.077,997.6271
2023-01-01 02:55:00,AAVEUSDT,52.3,52.3,52.2,52.2,0.993,51.8846
2023-01-01 02:56:00,AAVEUSDT,52.2,52.2,52.2,52.2,0.0,0.0
2023-01-01 02:57:00,AAVEUSDT,52.2,52.2,52.2,52.2,0.0,0.0
2023-01-01 02:58:00,AAVEUSDT,52.2,52.2,52.2,52.2,0.339,17.6958
2023-01-01 02:59:00,AAVEUSDT,52.2,52.2,52.1,52.2,345.924,18057.032
2023-01-01 03:00:00,AAVEUSDT,52.2,52.2,52.2,52.2,1.054,55.0188
2023-01-01 03:01:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.806,42.1538
2023-01-01 03:02:00,AAVEUSDT,52.3,52.3,52.3,52.3,0.0,0.0
